223
2 3 0 0 0 0 60
2 4 0 0 0 0 50
2 5 0 0 0 0 60
2 6 0 0 0 0 50
2 62 0 0 0 0 60
2 63 0 0 0 0 60
2 64 0 0 0 0 60
3 2 0 0 0 0 40
3 63 0 0 0 0 20
3 4 0 3 0 0 -40
3 61 0 0 0 0 60
3 64 0 0 0 0 40
4 2 0 0 0 0 40
4 3 0 0 0 0 -40
4 62 0 0 0 0 -40
4 64 0 0 0 0 40
4 63 0 1 0 0 -20
5 64 0 0 0 0 60
5 8 0 0 0 0 30
6 4 0 0 0 2 80
6 0 0 0 0 0 -80
6 41 0 0 3 3 80
6 35 0 0 3 0 75
6 39 0 0 2 0 75
6 74 0 0 2 0 75
6 31 0 0 2 0 75
7 12 0 0 0 0 20
8 5 0 0 0 0 20
14 48 0 0 0 0 -80
17 71 0 0 0 0 40
17 68 0 0 0 0 40
17 70 0 0 0 0 40
17 71 0 0 2 2 50
17 72 0 0 0 0 40
17 73 0 0 0 0 40
21 31 0 0 0 0 40
26 39 0 2 0 0 20
26 41 2 2 0 0 -80
26 75 0 1 0 0 -60
26 76 0 0 0 0 -40
27 50 0 0 0 0 -20
27 28 0 0 0 0 40
27 29 0 0 0 0 40
27 30 0 0 0 0 40
27 31 0 0 0 0 -40
27 49 0 0 0 0 30
27 52 0 0 0 0 40
27 53 0 0 0 0 60
27 54 0 0 0 0 10
27 55 0 0 0 0 -30
27 56 0 0 0 0 30
27 77 0 0 0 0 40
27 78 0 0 0 0 40
28 50 0 0 0 0 -50
28 27 0 0 0 0 40
28 29 0 0 0 0 40
28 30 0 0 0 0 40
28 31 0 0 0 0 -40
28 49 0 0 0 0 30
28 52 0 0 0 0 40
28 53 0 0 0 0 50
28 54 0 0 0 0 10
28 55 0 0 0 0 -30
28 56 0 0 0 0 30
28 77 0 0 0 0 40
28 78 0 0 0 0 40
29 50 0 0 0 0 -40
29 27 0 0 0 0 40
29 28 0 0 0 0 40
29 30 0 0 0 0 -10
29 31 0 0 0 0 -20
29 49 0 0 0 0 30
29 52 0 0 0 0 40
29 53 0 0 0 0 50
29 54 0 0 0 0 10
29 55 0 0 0 0 -30
29 56 0 0 0 0 30
29 77 0 0 0 0 40
29 78 0 0 0 0 40
30 50 0 0 0 0 -40
30 27 0 0 0 0 40
30 28 0 0 0 0 40
30 29 0 0 0 0 -10
30 31 0 0 0 0 -20
30 49 0 0 0 0 31
30 52 0 0 0 0 40
30 53 0 0 0 0 50
30 54 0 0 0 0 10
30 55 0 0 0 0 -31
30 56 0 0 0 0 31
30 77 0 0 0 0 40
30 78 0 0 0 0 40
31 50 0 0 0 0 -80
31 27 0 0 0 0 -40
31 28 0 0 0 0 -40
31 29 0 0 0 0 -10
31 30 0 0 0 0 -20
31 49 0 0 0 0 50
31 52 0 0 0 0 40
31 53 0 0 0 0 20
31 54 0 0 0 0 30
31 55 0 0 0 0 -30
31 56 0 0 0 0 50
31 71 3 3 0 0 -127
31 77 0 0 0 0 10
31 78 0 0 0 0 20
39 26 0 0 0 0 -40
40 26 0 0 0 0 -40
41 26 0 0 0 0 -80
41 6 0 0 0 0 60
42 46 0 0 0 0 -40
43 44 0 0 0 0 -70
44 43 0 0 0 0 -70
46 1 0 0 0 0 -30
46 0 0 0 0 0 10
46 42 0 0 0 0 -40
46 47 0 0 0 0 -60
47 46 0 0 0 0 -80
47 58 0 0 0 0 -40
47 59 0 0 0 0 -40
48 14 0 0 0 0 -60
48 53 0 0 0 0 -20
49 50 0 0 0 0 -80
49 27 0 0 0 0 20
49 28 0 0 0 0 40
49 29 0 0 0 0 20
49 30 0 0 0 0 20
49 31 0 0 0 0 50
49 52 0 0 0 0 60
49 53 0 0 0 0 30
49 54 0 0 0 0 20
49 55 0 0 0 0 -30
49 56 0 0 0 0 30
49 77 0 0 0 0 20
49 78 0 0 0 0 60
50 27 0 0 0 0 20
50 28 0 0 0 0 0
50 30 0 0 0 0 -10
50 31 0 0 0 0 -60
50 49 0 0 0 0 -60
50 52 0 0 0 0 -60
50 53 0 0 0 0 -50
50 54 0 0 0 0 -80
50 55 0 0 0 0 -30
50 56 0 0 0 0 -50
50 77 0 0 0 0 -40
50 78 0 0 0 0 -40
51 46 0 0 0 0 -70
52 50 0 0 0 0 -60
52 27 0 0 0 0 40
52 28 0 0 0 0 40
52 30 0 0 0 0 10
52 31 0 0 0 0 60
52 49 0 0 0 0 30
52 53 0 0 0 0 50
52 54 4 3 0 0 -127
52 55 0 0 0 0 -30
52 56 0 0 0 0 30
52 77 0 0 0 0 40
52 78 0 0 0 0 40
53 50 0 0 0 0 -50
53 27 0 0 0 0 50
53 28 0 0 0 0 40
53 30 0 0 0 0 20
53 31 0 0 0 0 -40
53 49 0 0 0 0 30
53 52 0 0 0 0 40
53 54 0 0 0 0 -50
53 55 0 0 0 0 -40
53 56 0 0 0 0 40
53 77 0 0 0 0 40
53 78 0 0 0 0 40
54 0 0 0 0 0 -100
54 1 0 0 0 0 -90
54 50 0 0 0 0 -90
54 27 0 0 0 0 -20
54 28 0 0 0 0 20
54 30 0 0 0 0 20
54 31 0 0 0 0 40
54 49 0 0 0 0 30
54 52 0 0 0 0 -127
